"PLACE_NAME","PLACE_TYPE","ID","DATESTAMP"
"Chequer-alley","crimeLocation","t18330411-130","4/11/1833"
"Red Lion-street, Spitalfields","crimeLocation","t18330411-131","4/11/1833"
"Whitechapel market","crimeLocation","t18330411-132","4/11/1833"
"New-road, St. George's","crimeLocation","t18330411-133","4/11/1833"
"Seven-dials","crimeLocation","t18330411-134","4/11/1833"
"Fleet-street, in the parish of St. Bride's","crimeLocation","t18330411-137","4/11/1833"
"Hercules in Leadenhall-street","crimeLocation","t18330411-178","4/11/1833"
"Hercules in Leadenhall-street","crimeLocation","t18330411-17","4/11/1833"
"Cowcross-street","crimeLocation","t18330411-181","4/11/1833"
"Cowcross-street","crimeLocation","t18330411-18","4/11/1833"
"Portman-square","crimeLocation","t18330411-182","4/11/1833"
"Portman-square","crimeLocation","t18330411-18","4/11/1833"
"Twickenham","crimeLocation","t18330411-183","4/11/1833"
"Twickenham","crimeLocation","t18330411-18","4/11/1833"
"Brentford, in the parish of Ealing","crimeLocation","t18330411-172","4/11/1833"
"Brentford, in the parish of Ealing","crimeLocation","t18330411-17","4/11/1833"
"Old Brentford","crimeLocation","t18330411-172","4/11/1833"
"Old Brentford","crimeLocation","t18330411-17","4/11/1833"
"Belton-street, St. Giles'","crimeLocation","t18330411-175","4/11/1833"
"Belton-street, St. Giles'","crimeLocation","t18330411-17","4/11/1833"
"Chancery-lane","crimeLocation","t18330411-93","4/11/1833"
"Dowgate-hill","crimeLocation","t18330411-97","4/11/1833"
"Cheapside","crimeLocation","t18330411-99","4/11/1833"
"St. Leonard, Shoreditch","crimeLocation","t18330411-56","4/11/1833"
"Great Garden-street, Hackney-road","crimeLocation","t18330411-61","4/11/1833"
"White Swan in Breams-buildings","crimeLocation","t18330411-62","4/11/1833"
"Skinner-street","crimeLocation","t18330411-67","4/11/1833"
"Crown-court, Old 'Change","crimeLocation","t18330411-68","4/11/1833"
"Ship afloat public-house, Beer-lane, Tower-street","crimeLocation","t18330411-69","4/11/1833"
"Oxford-street","crimeLocation","t18330411-74","4/11/1833"
"Marshall-street, St. James', Westminster","crimeLocation","t18330411-75","4/11/1833"
"Gloucester-street, Queen-square","crimeLocation","t18330411-76","4/11/1833"
"High Holborn","crimeLocation","t18330411-79","4/11/1833"
"Stockbridge-terrace, Pimlico","crimeLocation","t18330411-81","4/11/1833"
"Long-alley, Moorfields","crimeLocation","t18330516-127","5/16/1833"
"Thames-street","crimeLocation","t18330516-13","5/16/1833"
"Grosvenor-place, Pimlico","crimeLocation","t18330516-13","5/16/1833"
"Grosvenor-place, Pimlico","crimeLocation","t18330516-135","5/16/1833"
"Old-street-road, in the parish of St. Leonard, Shoreditch","crimeLocation","t18330516-13","5/16/1833"
"Old-street-road, in the parish of St. Leonard, Shoreditch","crimeLocation","t18330516-136","5/16/1833"
"Smithfield","crimeLocation","t18330516-13","5/16/1833"
"Smithfield","crimeLocation","t18330516-137","5/16/1833"
"Quaker-street, in the parish of Christ Church, Spitalfields","crimeLocation","t18330516-13","5/16/1833"
"Quaker-street, in the parish of Christ Church, Spitalfields","crimeLocation","t18330516-138","5/16/1833"
"Old Jewry","crimeLocation","t18330516-14","5/16/1833"
"York-street, Covent-garden","crimeLocation","t18330516-19","5/16/1833"
"Hackney","crimeLocation","t18330516-21","5/16/1833"
"King-street, Seven-dials","crimeLocation","t18330516-22","5/16/1833"
"Star-court","crimeLocation","t18330516-24","5/16/1833"
"Middle-temple","crimeLocation","t18330516-25","5/16/1833"
"Carey-street","crimeLocation","t18330516-27","5/16/1833"
"Cromer-street","crimeLocation","t18330516-29","5/16/1833"
"Brook-green, Hammersmith","crimeLocation","t18330516-30","5/16/1833"
"Brown's-lane, Spitalfields","crimeLocation","t18330516-31","5/16/1833"
"No. 54, East-street, in the parish of St. Marylebone","crimeLocation","t18330516-35","5/16/1833"
"Horse and Groom-yard, St. John-street","crimeLocation","t18330516-101","5/16/1833"
"Horse and Groom-yard, St. John-street","crimeLocation","t18330516-10","5/16/1833"
"No. 17, Broad-street, Golden-square","crimeLocation","t18330516-104","5/16/1833"
"No. 17, Broad-street, Golden-square","crimeLocation","t18330516-10","5/16/1833"
"Whitecross-street","crimeLocation","t18330516-10","5/16/1833"
"Whitecross-street","crimeLocation","t18330516-107","5/16/1833"
"George-yard","crimeLocation","t18330516-108","5/16/1833"
"George-yard","crimeLocation","t18330516-10","5/16/1833"
"Long-alley in Crown-street","crimeLocation","t18330516-119","5/16/1833"
"Fenchurch-street","crimeLocation","t18330516-124","5/16/1833"
"Holborn","crimeLocation","t18330516-76","5/16/1833"
"Holborn","crimeLocation","t18330516-77","5/16/1833"
"King-street","crimeLocation","t18330516-82","5/16/1833"
"Ironmonger-lane","crimeLocation","t18330516-82","5/16/1833"
"Clements-lane","crimeLocation","t18330516-86","5/16/1833"
"Globe-end-road, St. John's-wood","crimeLocation","t18330516-88","5/16/1833"
"Ludgate-hill","crimeLocation","t18330516-91","5/16/1833"
"Redcross-street, Barbican","crimeLocation","t18330516-92","5/16/1833"
"Gray's-inn-lane","crimeLocation","t18330516-95","5/16/1833"
"Brook-street, Holborn","crimeLocation","t18330516-97","5/16/1833"
"James-street, Wellington-square","crimeLocation","t18330516-99","5/16/1833"
"Royal Hospital public-house, Chelsea","crimeLocation","t18330516-36","5/16/1833"
"Union Terrace","crimeLocation","t18330516-37","5/16/1833"
"Willesden","crimeLocation","t18330516-41","5/16/1833"
"No. 22, Pulteney-terrace, Islington","crimeLocation","t18330516-43","5/16/1833"
"Barking Church-yard, Tower-street","crimeLocation","t18330516-50","5/16/1833"
"No. 6, Little Exeter-street, Lisson-grove","crimeLocation","t18330516-57","5/16/1833"
"Hind-street, Manchester-square","crimeLocation","t18330516-58","5/16/1833"
"James-street, Haymarket","crimeLocation","t18330516-60","5/16/1833"
"Holborn","crimeLocation","t18330516-62","5/16/1833"
"No. 12, Frogwell-court, Charter-house-lane","crimeLocation","t18330516-64","5/16/1833"
"James-street, Gray's-inn-lane","crimeLocation","t18330516-68","5/16/1833"
"Hanway-street","crimeLocation","t18330516-72","5/16/1833"
"Montague-place","crimeLocation","t18330516-74","5/16/1833"
"Farringdon-street","crimeLocation","t18330704-7","7/4/1833"
"Moorfields","crimeLocation","t18330704-112","7/4/1833"
"Christ-church","crimeLocation","t18330704-85","7/4/1833"
"Christ-church","crimeLocation","t18330704-8","7/4/1833"
"Butcher-hall-lane","crimeLocation","t18330704-85","7/4/1833"
"Butcher-hall-lane","crimeLocation","t18330704-8","7/4/1833"
"London-bridge","crimeLocation","t18330704-8","7/4/1833"
"London-bridge","crimeLocation","t18330704-87","7/4/1833"
"Ludgate-hill","crimeLocation","t18330704-88","7/4/1833"
"Ludgate-hill","crimeLocation","t18330704-8","7/4/1833"
"St. Bridget, alias St. Bride's","crimeLocation","t18330704-92","7/4/1833"
"Fleet-street","crimeLocation","t18330704-113","7/4/1833"
"Ball-court","crimeLocation","t18330704-117","7/4/1833"
"St. Paul's-church-yard","crimeLocation","t18330704-119","7/4/1833"
"Bishopsgate-street","crimeLocation","t18330704-121","7/4/1833"
"Aldersgate street","crimeLocation","t18330704-122","7/4/1833"
"Holborn","crimeLocation","t18330704-40","7/4/1833"
"Mansion-house","crimeLocation","t18330704-41","7/4/1833"
"Bishopsgate-street","crimeLocation","t18330704-68","7/4/1833"
"St. Paul's church-yard","crimeLocation","t18330704-69","7/4/1833"
"Fleet-street","crimeLocation","t18330704-7","7/4/1833"
"Fleet-street","crimeLocation","t18330704-70","7/4/1833"
"Cheapside","crimeLocation","t18330704-7","7/4/1833"
"Cheapside","crimeLocation","t18330704-71","7/4/1833"
"Ludgate-hill","crimeLocation","t18330704-7","7/4/1833"
"Ludgate-hill","crimeLocation","t18330704-72","7/4/1833"
"Farringdon-street","crimeLocation","t18330704-79","7/4/1833"
"Leadenhall-street","crimeLocation","t18330704-109","7/4/1833"
"Lombard-street","crimeLocation","t18330704-110","7/4/1833"
"Circus, Piccadilly","crimeLocation","t18330704-8","7/4/1833"
"Ball-yard","crimeLocation","t18330817-36","8/17/1833"
"Goldsmith's-arms, Goldsmith's-terrace, Hackney-road","crimeLocation","t18330817-31","8/17/1833"
"Brick-lane, Spitalfields","crimeLocation","t18330817-43","8/17/1833"
"Edmonton","crimeLocation","t18330817-44","8/17/1833"
"Broad-street, Bloomsbury","crimeLocation","t18330817-45","8/17/1833"
"Dundee Arms yard, in the parish of St. John, Wapping","crimeLocation","t18330817-47","8/17/1833"
"Paddington-street","crimeLocation","t18330817-48","8/17/1833"
"New-street, St. Martin's-lane, in the parish of St. Martins-in-the-field","crimeLocation","t18330817-49","8/17/1833"
"Devonshire-court, Nicholl-street, St. Matthew, Green","crimeLocation","t18330817-8","8/17/1833"
"St. Pancras","crimeLocation","t18330817-12","8/17/1833"
"Copenhagen-street","crimeLocation","t18330817-13","8/17/1833"
"Edgeware-road","crimeLocation","t18330817-14","8/17/1833"
"Church-street, Bethnal-green","crimeLocation","t18330817-15","8/17/1833"
"Sussex-street","crimeLocation","t18330817-17","8/17/1833"
"Shoreditch","crimeLocation","t18330817-18","8/17/1833"
"Chiswell-street","crimeLocation","t18330817-26","8/17/1833"
"Oxford-street","crimeLocation","t18330817-29","8/17/1833"
"Brunswick-place, Ball's-pond-road, in the parish of St. Mary, Islington","crimeLocation","t18330817-30","8/17/1833"
"Margaret-street, Cavendish-square","crimeLocation","t18330817-39","8/17/1833"
"Charing-cross","crimeLocation","t18330905-19","9/5/1833"
"Charing-cross","crimeLocation","t18330905-191","9/5/1833"
"Ratcliffe-highway","crimeLocation","t18330905-109","9/5/1833"
"Limehouse","crimeLocation","t18330905-113","9/5/1833"
"Yorkshire Stingo","crimeLocation","t18330905-114","9/5/1833"
"St. Mary, Stoke Newington","crimeLocation","t18330905-123","9/5/1833"
"Fleet-street","crimeLocation","t18330905-125","9/5/1833"
"Cranbourn-street","crimeLocation","t18330905-129","9/5/1833"
"Finsbury-square","crimeLocation","t18330905-130","9/5/1833"
"Orange-row, Islington","crimeLocation","t18330905-131","9/5/1833"
"King's Head-court, Shoreditch","crimeLocation","t18330905-134","9/5/1833"
"Britannia-street, City-road","crimeLocation","t18330905-137","9/5/1833"
"Bricklayers Arms, North-street, Marylebone","crimeLocation","t18330905-14","9/5/1833"
"lerkenwell","crimeLocation","t18330905-14","9/5/1833"
"lerkenwell","crimeLocation","t18330905-143","9/5/1833"
"Castle and Falcon hotel in Aldersgate-street","crimeLocation","t18330905-150","9/5/1833"
"Kent steam-boat","crimeLocation","t18330905-152","9/5/1833"
"Bartholomew fair","crimeLocation","t18330905-153","9/5/1833"
"Barbican","crimeLocation","t18330905-154","9/5/1833"
"Osborne-street","crimeLocation","t18330905-157","9/5/1833"
"Chapel-street, Pentonville, in the parish of St. James' Clerkenwell","crimeLocation","t18330905-167","9/5/1833"
"Newington, Surrey","crimeLocation","t18330905-105","9/5/1833"
"Gracechurch-street, near Bell-yard","crimeLocation","t18330905-92","9/5/1833"
"Idol-lane","crimeLocation","t18330905-94","9/5/1833"
"carcase butcher","crimeLocation","t18330905-95","9/5/1833"
"Smithfield","crimeLocation","t18330905-95","9/5/1833"
"St. Pancras","crimeLocation","t18330905-97","9/5/1833"
"Gower-place, Euston-square","crimeLocation","t18330905-97","9/5/1833"
"King-street, Poplar","crimeLocation","t18330905-100","9/5/1833"
"Portugal-street, Lincolns-inn-fields, in the parish of St. Clement Danes","crimeLocation","t18330905-102","9/5/1833"
"Jolly Ostlers public-house, at Hillingdon","crimeLocation","t18330905-104","9/5/1833"
"Uxbridge, in Middlesex, in the parish of Hillingdon","crimeLocation","t18330905-8","9/5/1833"
"Princes-street","crimeLocation","t18330905-8","9/5/1833"
"Princes-street","crimeLocation","t18330905-80","9/5/1833"
"Limehouse","crimeLocation","t18330905-8","9/5/1833"
"Limehouse","crimeLocation","t18330905-84","9/5/1833"
"Tavistock-square","crimeLocation","t18330905-40","9/5/1833"
"Dorset-place, Dorset-square","crimeLocation","t18330905-43","9/5/1833"
"Paddington-street","crimeLocation","t18330905-43","9/5/1833"
"Rose-street, Long-acre","crimeLocation","t18330905-52","9/5/1833"
"Prospect-place, Edgeware-road","crimeLocation","t18330905-56","9/5/1833"
"High-street, Hampstead","crimeLocation","t18330905-57","9/5/1833"
"Strand","crimeLocation","t18330905-58","9/5/1833"
"St. Mary-le-Bow","crimeLocation","t18330905-60","9/5/1833"
"Fore-street, Cripplegate","crimeLocation","t18330905-63","9/5/1833"
"Goulston-street","crimeLocation","t18330905-67","9/5/1833"
"King's Head-court","crimeLocation","t18330905-68","9/5/1833"
"Church-street, Mile-end New-town","crimeLocation","t18330905-69","9/5/1833"
"Well-street","crimeLocation","t18330905-76","9/5/1833"
"Paddington","crimeLocation","t18330905-19","9/5/1833"
"Paddington","crimeLocation","t18330905-192","9/5/1833"
"Earl-street, Seven-dials","crimeLocation","t18330905-19","9/5/1833"
"Earl-street, Seven-dials","crimeLocation","t18330905-193","9/5/1833"
"Farringdon-market","crimeLocation","t18330905-21","9/5/1833"
"Newcastle-street, Strand","crimeLocation","t18330905-25","9/5/1833"
"Crown-street, Soho","crimeLocation","t18330905-26","9/5/1833"
"Horse-guards","crimeLocation","t18330905-30","9/5/1833"
"Holborn","crimeLocation","t18330905-31","9/5/1833"
"Drury-lane","crimeLocation","t18330905-32","9/5/1833"
"Ship Tavern, Aldersgate-street","crimeLocation","t18330905-32","9/5/1833"
"George Inn, Enfield","crimeLocation","t18330905-33","9/5/1833"
"Drury-lane","crimeLocation","t18330905-35","9/5/1833"
"Belle Sauvage","crimeLocation","t18330905-38","9/5/1833"
"Bell and Crown, in Shoreditch","crimeLocation","t18330905-169","9/5/1833"
"St. Martin in the Fields","crimeLocation","t18330905-17","9/5/1833"
"Great Pearl-street","crimeLocation","t18330905-17","9/5/1833"
"Great Pearl-street","crimeLocation","t18330905-171","9/5/1833"
"Turner's-buildings","crimeLocation","t18330905-17","9/5/1833"
"Turner's-buildings","crimeLocation","t18330905-172","9/5/1833"
"Tabernacle-square","crimeLocation","t18330905-17","9/5/1833"
"Tabernacle-square","crimeLocation","t18330905-174","9/5/1833"
"Great Coram-street","crimeLocation","t18330905-17","9/5/1833"
"Great Coram-street","crimeLocation","t18330905-176","9/5/1833"
"Newport-market","crimeLocation","t18330905-17","9/5/1833"
"Newport-market","crimeLocation","t18330905-177","9/5/1833"
"Paddington","crimeLocation","t18330905-17","9/5/1833"
"Paddington","crimeLocation","t18330905-178","9/5/1833"
"Friday-street","crimeLocation","t18330905-18","9/5/1833"
"St. Pancras","crimeLocation","t18330905-181","9/5/1833"
"St. Pancras","crimeLocation","t18330905-18","9/5/1833"
"Hornsey","crimeLocation","t18330905-18","9/5/1833"
"Hornsey","crimeLocation","t18330905-188","9/5/1833"
"Bridge-street, Blackfriars","crimeLocation","t18330905-19","9/5/1833"
"Saville-place","crimeLocation","t18330905-19","9/5/1833"
"Saville-place","crimeLocation","t18330905-191","9/5/1833"
"Leadenhall-street","crimeLocation","t18331017-123","10/17/1833"
"Paddington","crimeLocation","t18331017-152","10/17/1833"
"St. Mary-le-bow","crimeLocation","t18331017-128","10/17/1833"
"Paddington","crimeLocation","t18331017-129","10/17/1833"
"Upper Seymour-street, in the parish of Marylebone","crimeLocation","t18331017-86","10/17/1833"
"Poultry","crimeLocation","t18331017-89","10/17/1833"
"Bartholomew-fair","crimeLocation","t18331017-91","10/17/1833"
"St. Margaret's, New Fish-street","crimeLocation","t18331017-92","10/17/1833"
"King William-street","crimeLocation","t18331017-92","10/17/1833"
"Petticoat-lane","crimeLocation","t18331017-95","10/17/1833"
"Gravesend church","crimeLocation","t18331017-100","10/17/1833"
"Hyde-park","crimeLocation","t18331017-102","10/17/1833"
"Westminster","crimeLocation","t18331017-105","10/17/1833"
"Northumberland-street, Marylebone","crimeLocation","t18331017-106","10/17/1833"
"Miller's Wharf","crimeLocation","t18331017-108","10/17/1833"
"Windmill-street","crimeLocation","t18331017-109","10/17/1833"
"Well-street","crimeLocation","t18331017-110","10/17/1833"
"Shepperton","crimeLocation","t18331017-112","10/17/1833"
"Crown-street, Finsbury-square","crimeLocation","t18331017-115","10/17/1833"
"Curzon-street","crimeLocation","t18331017-116","10/17/1833"
"Newington","crimeLocation","t18331017-53","10/17/1833"
"Globe-lane","crimeLocation","t18331017-54","10/17/1833"
"St. Dunstan-in-the-West","crimeLocation","t18331017-58","10/17/1833"
"Christchurch","crimeLocation","t18331017-60","10/17/1833"
"Crown-street, Butcher Hall-lane","crimeLocation","t18331017-60","10/17/1833"
"Brompton","crimeLocation","t18331017-72","10/17/1833"
"Bishopsgate-street","crimeLocation","t18331017-75","10/17/1833"
"Fleet-street","crimeLocation","t18331017-76","10/17/1833"
"Percival-street, St. James', Clerkenwell","crimeLocation","t18331017-84","10/17/1833"
"Brentford","crimeLocation","t18331017-156","10/17/1833"
"Piccadilly, in the parish of St. George's, Hanover-square","crimeLocation","t18331017-157","10/17/1833"
"St. Bartholomew the Great","crimeLocation","t18331017-158","10/17/1833"
"Lower Thames-street","crimeLocation","t18331017-18","10/17/1833"
"Holborn-hill","crimeLocation","t18331017-19","10/17/1833"
"New Bridge-street","crimeLocation","t18331017-28","10/17/1833"
"Red Lion, at Southall","crimeLocation","t18331017-30","10/17/1833"
