Royal Exchange, London, England
Mile-end-road, London, England
Walbrook, London, England
Gracechurch-street, London, England
Chancery-lane, in the City, London, England
Orchard-street, Westminster, London, England
George-street, Grosvenor-square, London, England
Brigg-street, London, England
the Piazza of Covent-garden, London, England
Coventry-street, Haymarket, London, England
Wood's mews, London, England
Brook-street, Holborn, London, England
Gray's-inn-lane, London, England
Aldersgate street, London, England
Beavis-street, London, England
Angel-court, King-street, Westminster, London, England
No.18270531012311, Aldermanbury, London, England
Bridge-street, London, England
Fleet-street, London, England
corner of Water-lane, London, England
City-road, London, England
Marchmont-street, London, England
St. Giles in the Fields, London, England
North-crescent, Bedford-square, London, England
Northumberland-street, London, England
Earl-street, London, England
Oxford-street, London, England
Oxford-street, London, England
Gloucester-place, London, England
Gloucester-place, London, England
the Swan, at Bayswater, London, England
Bayswater, London, England
Kingsbury, in Middlesex, London, England
No. 4, King's-road, Sloane-square, London, England
Falcon wharf, on the Surry side of Blackfriars-bridge, London, England
Wood-street, Cheapside, London, England
London-wall, London, England
Covent-garden, London, England
Aldersgate street, London, England
Aldersgate street, London, England
Frederic-cottage, Goswell-road, London, England
Bryanston-square, London, England
Bell-street, Marylebone, London, England
Bell-street, Marylebone, London, England
Kingsland, London, England
Kingsland, London, England
Hounslow barracks, London, England
the Strand, London, England
the Strand, London, England
George-street, Bethnal-green, London, England
Old Catherine Wheel public-house, Bishopsgate, London, England
Port of London, London, England
Port of London, London, England
Finsbury-place, London, England
Nelson-street, St. Matthew, Bethnal-green, London, England
Harmondsworth, near Uxbridge, London, England
Horns public-house, St. John-street, London, England
Horns public-house, St. John-street, London, England
Chelsea-common, London, England
Chelsea-common, London, England
Connaught-terrace, Paddington, London, England
Connaught-terrace, Paddington, London, England
Hanover-street, London, England
Marchmont-street, London, England
Whitechapel-road, London, England
Vice-Chancellor's Court, in Lincoln's-inn, London, England
Piccadilly, London, England
Cambridge-place, Cambridge-heath, London, England
Finchampstead, Berks, London, England
Bedford-row, London, England
Gerrard's Hall, Basing-lane, London, England
St. Giles', London, England
St. Giles', London, England
Mountzion, Clerkenwell, London, England
Kensington poor-house, London, England
Jewry-street, Aldgate, London, England
Jewry-street, Aldgate, London, England
Skinner-street, London, England
Royal Oak public-house, Red Lion-passage, London, England
Saracen's Head inn, Snow-hill, London, England
Fenchurch-street, London, England
Brydges-street, London, England
Portland-town, London, England
Holborn-hill, London, England
Fenchurch-street, London, England
Tower-wharf, London, England
Titchbourne-street, London, England
Great Cumberland-street, in the parish of St. Mary-le-bone, London, England
Camomile-street, London, England
Camomile-street, London, England
Alpha-road, London, England
Alpha-road, London, England
Hoxton, London, England
Hoxton, London, England
Tower-hill, London, England
Tower-hill, London, England
High Holborn, London, England
High Holborn, London, England
Holborn-court, London, England
Holborn-court, London, England
Smithfield, London, England
Bartholomew-fair, London, England
Philip-street, St. George's in the East, London, England
America-square, London, England
Crutchedfriars, London, England
Pitt-street, Tottenham-court-road, London, England
Pitt-street, Tottenham-court-road, London, England
Cabel-street, London, England
Cabel-street, London, England
Earl-street, London, England
Earl-street, London, England
Gracechurch-street, London, England
Stratford, in Essex, London, England
Stratford, in Essex, London, England
Shadwell, London, England
Shadwell, London, England
Old Compton-street, London, England
Beech-street, London, England
Beech-street, London, England
Tower of London, London, England
Bromley, near Bow, London, England
No. 5, Crown-court, White's-yard, Rosemary-lane, Whitechapel, London, England
Red Lion-street, Holborn, London, England
Shoe-lane, London, England
Shoe-lane, London, England
Holborn-hill, London, England
Holborn-hill, London, England
Bull and Mouth-street, London, England
Bull and Mouth-street, London, England
Great George-street, Bethnal-green, London, England
Museum-182906110104street, London, England
Museum-182906110104street, London, England
Goswell-street, London, England
Goswell-street, London, England
Stoke Newington, London, England
Stoke Newington, London, England
Bow, London, England
Bow, London, England
Little Pulteney-street, London, England
Little Pulteney-street, London, England
Oxford-street, London, England
Oxford-street, London, England
Harlington, about three miles from Hounslow, in Middlesex, London, England
Harlington, about three miles from Hounslow, in Middlesex, London, England
Strand, London, England
barracks at Knightsbridge, London, England
Newgate-street, London, England
Newgate-street, London, England
Dick's coffee-house, Fleet-street, London, England
Dick's coffee-house, Fleet-street, London, England
St. Martin's-lane, London, England
St. Martin's-lane, London, England
Whitecross-street, London, England
Whitecross-street, London, England
Stoke Newington, London, England
Stoke Newington, London, England
Kingsland, London, England
Kingsland, London, England
No. 3, Legg-alley, London, England
No. 3, Legg-alley, London, England
Castle Inn, Kingsland-road, London, England
Duke of Hamilton Inn, Hampstead, London, England
Church-lane, Whitechapel, London, England
Cutler-street, Houndsditch, London, England
Cutler-street, Houndsditch, London, England
Holborn, London, England
Shadwell, London, England
Shadwell, London, England
Bow-street, London, England
Bow-street, London, England
St. Giles workhouse, London, England
St. Giles workhouse, London, England
Teddington, London, England
Teddington, London, England
workhouse of St. Giles in the Fields, London, England
workhouse of St. Giles in the Fields, London, England
workhouse of St. Giles' in the Fields, and St. George, Bloomsbury, London, England
workhouse of St. Giles' in the Fields, and St. George, Bloomsbury, London, England
workhouse, London, England
workhouse, London, England
Salisbury-square, London, England
Snow-hill, London, England
Islington, London, England
Wellbeck-street, London, England
Davis-street, Berkeleysquare, London, England
York-street, Westminster, London, England
York-street, Westminster, London, England
Sweeting's-alley, London, England
Islington, London, England
Upper Charlotte-street, Fitzroy-square, London, England
Newgate-street, London, England
the Castle, Bull's Head-court, Strand, London, England
the Castle, Bull's Head-court, Strand, London, England
Bromley, London, England
the Strand, London, England
Queen-street, London, England
Beech-street, Barbican, London, England
Vere-street, Oxford-street, London, England
Strand, London, England
Strand, London, England
Leather-lane, London, England
Clarencegardens, Regent's-park, London, England
Clarencegardens, Regent's-park, London, England
the Strand, in the precinct of the Savoy, London, England
the White Swan, Shadwell, London, England
the White Swan, Shadwell, London, England
Shadwell-dock stairs, London, England
Shadwell-dock stairs, London, England
Saffron-hill, London, England
Notting-hill grove, Kensington, London, England
Sussex-terrace, Kentish-town, London, England
Newcastle-street, Strand, London, England
High-street, Poplar, London, England
High-street, Poplar, London, England
Regent-street, Chelsea, London, England
Regent-street, Chelsea, London, England
